rom	bdrate	romsym	bdratesym
84.09	-3.58	65.81	3.58
84.19	-3.59	65.81	3.59
84.94	-3.59	66.56	3.59
85.13	-3.59	66.56	3.59
85.17	-3.58	66.56	3.58
85.27	-3.59	66.56	3.59
85.45	-3.60	66.56	3.60
85.50	-3.58	66.56	3.58
85.59	-3.60	66.56	3.60
85.78	-3.61	66.75	3.61
85.88	-3.61	66.75	3.61
85.97	-3.60	66.75	3.60
86.06	-3.61	66.75	3.61
86.16	-3.60	66.75	3.60
86.25	-3.61	66.75	3.61
86.44	-3.61	66.94	3.61
86.53	-3.60	66.94	3.60
86.72	-3.61	67.13	3.61
86.91	-3.61	67.13	3.61
87.09	-3.62	67.31	3.62
87.19	-3.60	67.31	3.60
87.28	-3.62	67.31	3.62
87.38	-3.61	67.31	3.61
88.13	-3.62	68.06	3.62
88.31	-3.62	68.06	3.62
88.69	-3.62	68.06	3.62
88.78	-3.63	68.06	3.63
88.97	-3.64	68.06	3.64
89.06	-3.62	68.06	3.62
89.16	-3.61	68.06	3.61
89.34	-3.63	68.25	3.63
89.53	-3.63	68.25	3.63
89.63	-3.61	68.25	3.61
89.81	-3.62	68.25	3.62
90.00	-3.62	68.25	3.62
90.19	-3.63	68.25	3.63
90.38	-3.62	68.25	3.62
90.56	-3.62	68.25	3.62
90.75	-3.62	68.25	3.62
91.13	-3.63	68.63	3.63
91.31	-3.62	68.63	3.62
91.50	-3.62	68.63	3.62
91.69	-3.63	68.63	3.63
91.88	-3.63	68.63	3.63
92.25	-3.64	69.00	3.64
92.44	-3.63	69.00	3.63
92.63	-3.62	69.00	3.62
93.00	-3.63	69.38	3.63
93.38	-3.64	69.75	3.64
93.56	-3.62	69.75	3.62
93.94	-3.64	70.13	3.64
94.31	-3.64	70.13	3.64
94.50	-3.64	70.13	3.64
94.69	-3.63	70.13	3.63
95.06	-3.63	70.50	3.63
95.25	-3.60	70.50	3.60
95.63	-3.63	70.88	3.63
96.00	-3.63	70.88	3.63
96.19	-3.62	70.88	3.62
76.13	-2.67	60.75	2.67
76.17	-2.76	60.80	2.76
76.22	-2.85	60.80	2.85
76.27	-2.89	60.84	2.89
76.31	-2.94	60.89	2.94
76.36	-2.98	60.94	2.98
76.41	-3.02	60.98	3.02
76.45	-3.03	61.03	3.03
76.50	-3.05	61.08	3.05
76.55	-3.07	61.13	3.07
76.59	-3.10	61.13	3.10
76.64	-3.12	61.17	3.12
76.69	-3.12	61.22	3.12
76.73	-3.13	61.27	3.13
76.78	-3.14	61.27	3.14
76.83	-3.15	61.31	3.15
76.88	-3.15	61.36	3.15
76.92	-3.17	61.36	3.17
77.02	-3.18	61.45	3.18
77.06	-3.19	61.50	3.19
77.25	-3.22	61.69	3.22
77.30	-3.23	61.69	3.23
77.34	-3.24	61.73	3.24
77.39	-3.25	61.78	3.25
77.44	-3.25	61.78	3.25
77.48	-3.26	61.78	3.26
77.53	-3.27	61.78	3.27
77.91	-3.29	62.16	3.29
77.95	-3.30	62.16	3.30
78.00	-3.30	62.16	3.30
78.05	-3.30	62.16	3.30
78.09	-3.31	62.20	3.31
78.14	-3.31	62.25	3.31
78.19	-3.32	62.25	3.32
78.23	-3.32	62.25	3.32
78.33	-3.33	62.34	3.33
78.42	-3.35	62.44	3.35
78.47	-3.36	62.44	3.36
78.66	-3.38	62.63	3.38
78.70	-3.39	62.67	3.39
78.80	-3.41	62.67	3.41
78.84	-3.42	62.67	3.42
78.89	-3.43	62.67	3.43
78.94	-3.43	62.67	3.43
78.98	-3.45	62.67	3.45
79.03	-3.45	62.72	3.45
79.08	-3.46	62.72	3.46
79.13	-3.46	62.72	3.46
79.31	-3.47	62.91	3.47
79.36	-3.48	62.95	3.48
79.41	-3.48	62.95	3.48
80.16	-3.48	63.70	3.48
80.20	-3.48	63.70	3.48
80.30	-3.49	63.80	3.49
80.34	-3.49	63.80	3.49
80.39	-3.50	63.80	3.50
80.44	-3.50	63.84	3.50
80.53	-3.51	63.94	3.51
80.72	-3.52	63.94	3.52
80.77	-3.52	63.94	3.52
80.81	-3.51	63.94	3.51
81.19	-3.52	64.31	3.52
81.23	-3.52	64.31	3.52
81.28	-3.53	64.31	3.53
81.33	-3.54	64.31	3.54
81.38	-3.54	64.31	3.54
81.42	-3.54	64.31	3.54
81.52	-3.55	64.41	3.55
81.70	-3.55	64.59	3.55
81.75	-3.55	64.59	3.55
81.80	-3.56	64.59	3.56
81.84	-3.56	64.59	3.56
81.94	-3.56	64.59	3.56
82.03	-3.56	64.69	3.56
82.08	-3.56	64.69	3.56
82.13	-3.56	64.69	3.56
82.31	-3.56	64.88	3.56
82.41	-3.57	64.97	3.57
82.45	-3.56	64.97	3.56
82.83	-3.57	65.34	3.57
82.88	-3.57	65.34	3.57
82.92	-3.57	65.34	3.57
82.97	-3.56	65.34	3.56
83.06	-3.57	65.34	3.57
83.11	-3.57	65.34	3.57
83.20	-3.57	65.44	3.57
83.30	-3.57	65.44	3.57
83.39	-3.58	65.53	3.58
83.44	-3.58	65.53	3.58
83.53	-3.58	65.53	3.58
83.63	-3.59	65.53	3.59
83.67	-3.58	65.53	3.58
83.77	-3.59	65.63	3.59
83.95	-3.60	65.81	3.60
84.00	-3.58	65.81	3.58
84.05	-3.59	65.81	3.59
84.14	-3.59	65.81	3.59
84.23	-3.60	65.81	3.60
84.28	-3.59	65.81	3.59
84.38	-3.60	65.81	3.60
85.13	-3.60	66.56	3.60
85.31	-3.60	66.56	3.60
85.36	-3.59	66.56	3.59
85.45	-3.60	66.56	3.60
85.64	-3.61	66.56	3.61
85.69	-3.59	66.56	3.59
85.78	-3.61	66.56	3.61
85.97	-3.62	66.75	3.62
86.06	-3.61	66.75	3.61
86.16	-3.61	66.75	3.61
86.25	-3.62	66.75	3.62
86.34	-3.61	66.75	3.61
86.44	-3.62	66.75	3.62
86.63	-3.62	66.94	3.62
86.72	-3.61	66.94	3.61
86.91	-3.61	67.13	3.61
87.09	-3.62	67.13	3.62
87.28	-3.62	67.31	3.62
87.38	-3.61	67.31	3.61
87.47	-3.63	67.31	3.63
87.56	-3.61	67.31	3.61
88.31	-3.63	68.06	3.63
88.50	-3.63	68.06	3.63
88.88	-3.63	68.06	3.63
88.97	-3.63	68.06	3.63
89.16	-3.65	68.06	3.65
89.25	-3.63	68.06	3.63
89.34	-3.62	68.06	3.62
89.53	-3.63	68.25	3.63
89.72	-3.64	68.25	3.64
89.81	-3.62	68.25	3.62
90.00	-3.63	68.25	3.63
90.19	-3.63	68.25	3.63
90.38	-3.64	68.25	3.64
90.56	-3.63	68.25	3.63
90.75	-3.63	68.25	3.63
90.94	-3.63	68.25	3.63
91.31	-3.64	68.63	3.64
91.50	-3.63	68.63	3.63
91.69	-3.63	68.63	3.63
91.88	-3.63	68.63	3.63
92.06	-3.63	68.63	3.63
92.44	-3.65	69.00	3.65
92.63	-3.64	69.00	3.64
92.81	-3.62	69.00	3.62
93.19	-3.63	69.38	3.63
93.56	-3.65	69.75	3.65
93.75	-3.63	69.75	3.63
94.13	-3.65	70.13	3.65
94.50	-3.65	70.13	3.65
94.69	-3.65	70.13	3.65
94.88	-3.64	70.13	3.64
95.25	-3.64	70.50	3.64
95.44	-3.61	70.50	3.61
95.81	-3.63	70.88	3.63
96.19	-3.64	70.88	3.64
96.38	-3.63	70.88	3.63
76.50	-2.69	61.13	2.69
76.55	-2.77	61.17	2.77
76.59	-2.86	61.17	2.86
76.64	-2.90	61.22	2.90
76.69	-2.96	61.27	2.96
76.73	-3.00	61.31	3.00
76.78	-3.03	61.36	3.03
76.83	-3.05	61.41	3.05
76.88	-3.06	61.45	3.06
76.92	-3.09	61.50	3.09
76.97	-3.11	61.50	3.11
77.02	-3.13	61.55	3.13
77.06	-3.14	61.59	3.14
77.11	-3.15	61.64	3.15
77.16	-3.16	61.64	3.16
77.20	-3.16	61.69	3.16
77.25	-3.17	61.73	3.17
77.30	-3.19	61.73	3.19
77.39	-3.19	61.83	3.19
77.44	-3.21	61.88	3.21
77.63	-3.23	62.06	3.23
77.67	-3.24	62.06	3.24
77.72	-3.26	62.11	3.26
77.77	-3.26	62.16	3.26
77.81	-3.27	62.16	3.27
77.86	-3.27	62.16	3.27
77.91	-3.28	62.16	3.28
78.28	-3.30	62.53	3.30
78.33	-3.31	62.53	3.31
78.38	-3.32	62.53	3.32
78.42	-3.32	62.53	3.32
78.47	-3.33	62.58	3.33
78.52	-3.32	62.63	3.32
78.56	-3.33	62.63	3.33
78.61	-3.34	62.63	3.34
78.70	-3.34	62.72	3.34
78.80	-3.36	62.81	3.36
78.84	-3.38	62.81	3.38
79.03	-3.39	63.00	3.39
79.08	-3.40	63.05	3.40
79.17	-3.42	63.05	3.42
79.22	-3.43	63.05	3.43
79.27	-3.44	63.05	3.44
79.31	-3.45	63.05	3.45
79.36	-3.46	63.05	3.46
79.41	-3.46	63.09	3.46
79.45	-3.47	63.09	3.47
79.50	-3.47	63.09	3.47
79.69	-3.49	63.28	3.49
79.73	-3.49	63.33	3.49
79.78	-3.49	63.33	3.49
80.53	-3.49	64.08	3.49
80.58	-3.50	64.08	3.50
80.67	-3.50	64.17	3.50
80.72	-3.51	64.17	3.51
80.77	-3.51	64.17	3.51
80.81	-3.52	64.22	3.52
80.91	-3.52	64.31	3.52
81.09	-3.53	64.31	3.53
81.14	-3.54	64.31	3.54
81.19	-3.53	64.31	3.53
81.56	-3.53	64.69	3.53
81.61	-3.54	64.69	3.54
81.66	-3.54	64.69	3.54
81.70	-3.55	64.69	3.55
81.75	-3.55	64.69	3.55
81.80	-3.55	64.69	3.55
81.89	-3.56	64.78	3.56
82.08	-3.56	64.97	3.56
82.13	-3.56	64.97	3.56
82.17	-3.57	64.97	3.57
82.22	-3.57	64.97	3.57
82.31	-3.58	64.97	3.58
82.41	-3.58	65.06	3.58
82.45	-3.57	65.06	3.57
82.50	-3.57	65.06	3.57
82.69	-3.58	65.25	3.58
82.78	-3.58	65.34	3.58
82.83	-3.58	65.34	3.58
83.20	-3.59	65.72	3.59
83.25	-3.59	65.72	3.59
83.30	-3.59	65.72	3.59
83.34	-3.57	65.72	3.57
83.44	-3.58	65.72	3.58
83.48	-3.58	65.72	3.58
83.58	-3.58	65.81	3.58
83.67	-3.59	65.81	3.59
83.77	-3.60	65.91	3.60
83.81	-3.59	65.91	3.59
83.91	-3.60	65.91	3.60
84.00	-3.61	65.91	3.61
84.05	-3.59	65.91	3.59
84.14	-3.60	66.00	3.60
84.33	-3.61	66.19	3.61
84.38	-3.60	66.19	3.60
84.42	-3.60	66.19	3.60
84.52	-3.61	66.19	3.61
84.61	-3.61	66.19	3.61
84.66	-3.60	66.19	3.60
84.75	-3.61	66.19	3.61
85.50	-3.61	66.94	3.61
85.69	-3.62	66.94	3.62
85.73	-3.60	66.94	3.60
85.83	-3.61	66.94	3.61
86.02	-3.63	66.94	3.63
86.06	-3.61	66.94	3.61
86.16	-3.62	66.94	3.62
86.34	-3.63	67.13	3.63
86.44	-3.63	67.13	3.63
86.53	-3.63	67.13	3.63
86.63	-3.63	67.13	3.63
86.72	-3.62	67.13	3.62
86.81	-3.63	67.13	3.63
87.00	-3.64	67.31	3.64
87.09	-3.63	67.31	3.63
87.28	-3.63	67.50	3.63
87.47	-3.63	67.50	3.63
87.66	-3.64	67.69	3.64
87.75	-3.62	67.69	3.62
87.84	-3.64	67.69	3.64
87.94	-3.63	67.69	3.63
88.69	-3.64	68.44	3.64
88.88	-3.64	68.44	3.64
89.25	-3.64	68.44	3.64
89.34	-3.65	68.44	3.65
89.53	-3.66	68.44	3.66
89.63	-3.64	68.44	3.64
89.72	-3.64	68.44	3.64
89.91	-3.65	68.63	3.65
90.09	-3.65	68.63	3.65
90.19	-3.63	68.63	3.63
90.38	-3.64	68.63	3.64
90.56	-3.64	68.63	3.64
90.75	-3.65	68.63	3.65
90.94	-3.64	68.63	3.64
91.13	-3.64	68.63	3.64
91.31	-3.64	68.63	3.64
91.69	-3.65	69.00	3.65
91.88	-3.65	69.00	3.65
92.06	-3.65	69.00	3.65
92.25	-3.65	69.00	3.65
92.44	-3.65	69.00	3.65
92.81	-3.66	69.38	3.66
93.00	-3.66	69.38	3.66
93.19	-3.64	69.38	3.64
93.56	-3.65	69.75	3.65
93.94	-3.66	70.13	3.66
94.13	-3.65	70.13	3.65
94.50	-3.66	70.50	3.66
94.88	-3.66	70.50	3.66
95.06	-3.66	70.50	3.66
95.25	-3.66	70.50	3.66
95.63	-3.66	70.88	3.66
95.81	-3.63	70.88	3.63
96.19	-3.65	71.25	3.65
96.56	-3.65	71.25	3.65
96.75	-3.65	71.25	3.65
76.69	-2.69	61.13	2.69
76.73	-2.78	61.17	2.78
76.78	-2.87	61.17	2.87
76.83	-2.91	61.22	2.91
76.88	-2.96	61.27	2.96
76.92	-3.00	61.31	3.00
76.97	-3.04	61.36	3.04
77.02	-3.05	61.41	3.05
77.06	-3.07	61.45	3.07
77.11	-3.09	61.50	3.09
77.16	-3.12	61.50	3.12
77.20	-3.14	61.55	3.14
77.25	-3.14	61.59	3.14
77.30	-3.15	61.64	3.15
77.34	-3.16	61.64	3.16
77.39	-3.17	61.69	3.17
77.44	-3.17	61.73	3.17
77.48	-3.19	61.73	3.19
77.58	-3.20	61.83	3.20
77.63	-3.21	61.88	3.21
77.81	-3.24	62.06	3.24
77.86	-3.25	62.06	3.25
77.91	-3.26	62.11	3.26
77.95	-3.27	62.16	3.27
78.00	-3.27	62.16	3.27
78.05	-3.28	62.16	3.28
78.09	-3.29	62.16	3.29
78.47	-3.31	62.53	3.31
78.52	-3.32	62.53	3.32
78.56	-3.33	62.53	3.33
78.61	-3.32	62.53	3.32
78.66	-3.33	62.58	3.33
78.70	-3.33	62.63	3.33
78.75	-3.34	62.63	3.34
78.80	-3.34	62.63	3.34
78.89	-3.35	62.72	3.35
78.98	-3.37	62.81	3.37
79.03	-3.38	62.81	3.38
79.22	-3.40	63.00	3.40
79.27	-3.41	63.05	3.41
79.36	-3.43	63.05	3.43
79.41	-3.44	63.05	3.44
79.45	-3.45	63.05	3.45
79.50	-3.45	63.05	3.45
79.55	-3.47	63.05	3.47
79.59	-3.47	63.09	3.47
79.64	-3.48	63.09	3.48
79.69	-3.48	63.09	3.48
79.88	-3.49	63.28	3.49
79.92	-3.50	63.33	3.50
79.97	-3.50	63.33	3.50
80.72	-3.50	64.08	3.50
80.77	-3.50	64.08	3.50
80.86	-3.51	64.17	3.51
80.91	-3.51	64.17	3.51
80.95	-3.52	64.17	3.52
81.00	-3.52	64.22	3.52
81.09	-3.53	64.31	3.53
81.28	-3.54	64.31	3.54
81.33	-3.54	64.31	3.54
81.38	-3.54	64.31	3.54
81.75	-3.54	64.69	3.54
81.80	-3.54	64.69	3.54
81.84	-3.55	64.69	3.55
81.89	-3.56	64.69	3.56
81.94	-3.56	64.69	3.56
81.98	-3.56	64.69	3.56
82.08	-3.57	64.78	3.57
82.27	-3.57	64.97	3.57
82.31	-3.57	64.97	3.57
82.36	-3.58	64.97	3.58
82.41	-3.58	64.97	3.58
82.50	-3.58	64.97	3.58
82.59	-3.58	65.06	3.58
82.64	-3.58	65.06	3.58
82.69	-3.58	65.06	3.58
82.88	-3.58	65.25	3.58
82.97	-3.59	65.34	3.59
83.02	-3.58	65.34	3.58
83.39	-3.59	65.72	3.59
83.44	-3.59	65.72	3.59
83.48	-3.59	65.72	3.59
83.53	-3.58	65.72	3.58
83.63	-3.59	65.72	3.59
83.67	-3.59	65.72	3.59
83.77	-3.59	65.81	3.59
83.86	-3.59	65.81	3.59
83.95	-3.60	65.91	3.60
84.00	-3.60	65.91	3.60
84.09	-3.60	65.91	3.60
84.19	-3.61	65.91	3.61
84.23	-3.60	65.91	3.60
84.33	-3.61	66.00	3.61
84.52	-3.62	66.19	3.62
84.56	-3.60	66.19	3.60
84.61	-3.61	66.19	3.61
84.70	-3.61	66.19	3.61
84.80	-3.62	66.19	3.62
84.84	-3.61	66.19	3.61
84.94	-3.62	66.19	3.62
85.69	-3.62	66.94	3.62
85.88	-3.62	66.94	3.62
85.92	-3.61	66.94	3.61
86.02	-3.62	66.94	3.62
86.20	-3.63	66.94	3.63
86.25	-3.61	66.94	3.61
86.34	-3.63	66.94	3.63
86.53	-3.64	67.13	3.64
86.63	-3.64	67.13	3.64
86.72	-3.63	67.13	3.63
86.81	-3.64	67.13	3.64
86.91	-3.63	67.13	3.63
87.00	-3.64	67.13	3.64
87.19	-3.64	67.31	3.64
87.28	-3.63	67.31	3.63
87.47	-3.63	67.50	3.63
87.66	-3.64	67.50	3.64
87.84	-3.64	67.69	3.64
87.94	-3.63	67.69	3.63
88.03	-3.65	67.69	3.65
88.13	-3.63	67.69	3.63
88.88	-3.65	68.44	3.65
89.06	-3.65	68.44	3.65
89.44	-3.65	68.44	3.65
89.53	-3.65	68.44	3.65
89.72	-3.67	68.44	3.67
89.81	-3.65	68.44	3.65
89.91	-3.64	68.44	3.64
90.09	-3.65	68.63	3.65
90.28	-3.66	68.63	3.66
90.38	-3.64	68.63	3.64
90.56	-3.65	68.63	3.65
90.75	-3.65	68.63	3.65
90.94	-3.66	68.63	3.66
91.13	-3.65	68.63	3.65
91.31	-3.65	68.63	3.65
91.50	-3.65	68.63	3.65
91.88	-3.66	69.00	3.66
92.06	-3.65	69.00	3.65
92.25	-3.65	69.00	3.65
92.44	-3.65	69.00	3.65
92.63	-3.66	69.00	3.66
93.00	-3.67	69.38	3.67
93.19	-3.66	69.38	3.66
93.38	-3.64	69.38	3.64
93.75	-3.65	69.75	3.65
94.13	-3.67	70.13	3.67
94.31	-3.65	70.13	3.65
94.69	-3.67	70.50	3.67
95.06	-3.67	70.50	3.67
95.25	-3.67	70.50	3.67
95.44	-3.66	70.50	3.66
95.81	-3.66	70.88	3.66
96.00	-3.63	70.88	3.63
96.38	-3.65	71.25	3.65
96.75	-3.66	71.25	3.66
96.94	-3.65	71.25	3.65
77.06	-2.70	61.50	2.70
77.11	-2.79	61.55	2.79
77.16	-2.87	61.55	2.87
77.20	-2.92	61.59	2.92
77.25	-2.97	61.64	2.97
77.30	-3.01	61.69	3.01
77.34	-3.05	61.73	3.05
77.39	-3.06	61.78	3.06
77.44	-3.07	61.83	3.07
77.48	-3.10	61.88	3.10
77.53	-3.12	61.88	3.12
77.58	-3.14	61.92	3.14
77.63	-3.15	61.97	3.15
77.67	-3.16	62.02	3.16
77.72	-3.17	62.02	3.17
77.77	-3.17	62.06	3.17
77.81	-3.18	62.11	3.18
77.86	-3.20	62.11	3.20
77.95	-3.20	62.20	3.20
78.00	-3.22	62.25	3.22
78.19	-3.24	62.44	3.24
78.23	-3.25	62.44	3.25
78.28	-3.27	62.48	3.27
78.33	-3.27	62.53	3.27
78.38	-3.28	62.53	3.28
78.42	-3.28	62.53	3.28
78.47	-3.29	62.53	3.29
78.84	-3.31	62.91	3.31
78.89	-3.32	62.91	3.32
78.94	-3.33	62.91	3.33
78.98	-3.33	62.91	3.33
79.03	-3.34	62.95	3.34
79.08	-3.34	63.00	3.34
79.13	-3.34	63.00	3.34
79.17	-3.35	63.00	3.35
79.27	-3.36	63.09	3.36
79.36	-3.37	63.19	3.37
79.41	-3.39	63.19	3.39
79.59	-3.41	63.38	3.41
79.64	-3.42	63.42	3.42
79.73	-3.44	63.42	3.44
79.78	-3.44	63.42	3.44
79.83	-3.45	63.42	3.45
79.88	-3.46	63.42	3.46
79.92	-3.47	63.42	3.47
79.97	-3.48	63.47	3.48
80.02	-3.49	63.47	3.49
80.06	-3.48	63.47	3.48
80.25	-3.50	63.66	3.50
80.30	-3.50	63.70	3.50
80.34	-3.50	63.70	3.50
81.09	-3.51	64.45	3.51
81.14	-3.51	64.45	3.51
81.23	-3.52	64.55	3.52
81.28	-3.52	64.55	3.52
81.33	-3.52	64.55	3.52
81.38	-3.53	64.59	3.53
81.47	-3.53	64.69	3.53
81.66	-3.55	64.69	3.55
81.70	-3.55	64.69	3.55
81.75	-3.54	64.69	3.54
82.13	-3.54	65.06	3.54
82.17	-3.55	65.06	3.55
82.22	-3.56	65.06	3.56
82.27	-3.57	65.06	3.57
82.31	-3.56	65.06	3.56
82.36	-3.56	65.06	3.56
82.45	-3.58	65.16	3.58
82.64	-3.58	65.34	3.58
82.69	-3.57	65.34	3.57
82.73	-3.58	65.34	3.58
82.78	-3.58	65.34	3.58
82.88	-3.59	65.34	3.59
82.97	-3.59	65.44	3.59
83.02	-3.58	65.44	3.58
83.06	-3.58	65.44	3.58
83.25	-3.59	65.63	3.59
83.34	-3.59	65.72	3.59
83.39	-3.59	65.72	3.59
83.77	-3.60	66.09	3.60
83.81	-3.60	66.09	3.60
83.86	-3.60	66.09	3.60
83.91	-3.58	66.09	3.58
84.00	-3.60	66.09	3.60
84.05	-3.59	66.09	3.59
84.14	-3.60	66.19	3.60
84.23	-3.60	66.19	3.60
84.33	-3.61	66.28	3.61
84.38	-3.61	66.28	3.61
84.47	-3.61	66.28	3.61
84.56	-3.62	66.28	3.62
84.61	-3.60	66.28	3.60
84.70	-3.62	66.38	3.62
84.89	-3.63	66.56	3.63
84.94	-3.61	66.56	3.61
84.98	-3.61	66.56	3.61
85.08	-3.62	66.56	3.62
85.17	-3.63	66.56	3.63
85.22	-3.61	66.56	3.61
85.31	-3.62	66.56	3.62
86.06	-3.62	67.31	3.62
86.25	-3.63	67.31	3.63
86.30	-3.61	67.31	3.61
86.39	-3.63	67.31	3.63
86.58	-3.64	67.31	3.64
86.63	-3.62	67.31	3.62
86.72	-3.64	67.31	3.64
86.91	-3.65	67.50	3.65
87.00	-3.64	67.50	3.64
87.09	-3.64	67.50	3.64
87.19	-3.65	67.50	3.65
87.28	-3.64	67.50	3.64
87.38	-3.64	67.50	3.64
87.56	-3.65	67.69	3.65
87.66	-3.64	67.69	3.64
87.84	-3.64	67.88	3.64
88.03	-3.64	67.88	3.64
88.22	-3.65	68.06	3.65
88.31	-3.64	68.06	3.64
88.41	-3.65	68.06	3.65
88.50	-3.64	68.06	3.64
89.25	-3.65	68.81	3.65
89.44	-3.66	68.81	3.66
89.81	-3.66	68.81	3.66
89.91	-3.66	68.81	3.66
90.09	-3.68	68.81	3.68
90.19	-3.65	68.81	3.65
90.28	-3.65	68.81	3.65
90.47	-3.66	69.00	3.66
90.66	-3.67	69.00	3.67
90.75	-3.64	69.00	3.64
90.94	-3.66	69.00	3.66
91.13	-3.65	69.00	3.65
91.31	-3.66	69.00	3.66
91.50	-3.65	69.00	3.65
91.69	-3.65	69.00	3.65
91.88	-3.66	69.00	3.66
92.25	-3.66	69.38	3.66
92.44	-3.66	69.38	3.66
92.63	-3.66	69.38	3.66
92.81	-3.66	69.38	3.66
93.00	-3.66	69.38	3.66
93.38	-3.67	69.75	3.67
93.56	-3.67	69.75	3.67
93.75	-3.65	69.75	3.65
94.13	-3.66	70.13	3.66
94.50	-3.68	70.50	3.68
94.69	-3.66	70.50	3.66
95.06	-3.68	70.88	3.68
95.44	-3.68	70.88	3.68
95.63	-3.67	70.88	3.67
95.81	-3.67	70.88	3.67
96.19	-3.67	71.25	3.67
96.38	-3.64	71.25	3.64
96.75	-3.66	71.63	3.66
97.13	-3.66	71.63	3.66
97.31	-3.66	71.63	3.66
77.44	-2.71	61.50	2.71
77.48	-2.80	61.55	2.80
77.53	-2.88	61.55	2.88
77.58	-2.93	61.59	2.93
77.63	-2.98	61.64	2.98
77.67	-3.02	61.69	3.02
77.72	-3.06	61.73	3.06
77.77	-3.07	61.78	3.07
77.81	-3.08	61.83	3.08
77.86	-3.11	61.88	3.11
77.91	-3.13	61.88	3.13
77.95	-3.15	61.92	3.15
78.00	-3.16	61.97	3.16
78.05	-3.17	62.02	3.17
78.09	-3.18	62.02	3.18
78.14	-3.18	62.06	3.18
78.19	-3.19	62.11	3.19
78.23	-3.21	62.11	3.21
78.33	-3.22	62.20	3.22
78.38	-3.23	62.25	3.23
78.56	-3.25	62.44	3.25
78.61	-3.27	62.44	3.27
78.66	-3.28	62.48	3.28
78.70	-3.28	62.53	3.28
78.75	-3.29	62.53	3.29
78.80	-3.30	62.53	3.30
78.84	-3.31	62.53	3.31
79.22	-3.32	62.91	3.32
79.27	-3.34	62.91	3.34
79.31	-3.34	62.91	3.34
79.36	-3.34	62.91	3.34
79.41	-3.35	62.95	3.35
79.45	-3.35	63.00	3.35
79.50	-3.36	63.00	3.36
79.55	-3.36	63.00	3.36
79.64	-3.37	63.09	3.37
79.73	-3.39	63.19	3.39
79.78	-3.40	63.19	3.40
79.97	-3.42	63.38	3.42
80.02	-3.43	63.42	3.43
80.11	-3.45	63.42	3.45
80.16	-3.46	63.42	3.46
80.20	-3.47	63.42	3.47
80.25	-3.47	63.42	3.47
80.30	-3.48	63.42	3.48
80.34	-3.49	63.47	3.49
80.39	-3.50	63.47	3.50
80.44	-3.49	63.47	3.49
80.63	-3.51	63.66	3.51
80.67	-3.52	63.70	3.52
80.72	-3.52	63.70	3.52
81.47	-3.52	64.45	3.52
81.52	-3.52	64.45	3.52
81.61	-3.53	64.55	3.53
81.66	-3.53	64.55	3.53
81.70	-3.54	64.55	3.54
81.75	-3.54	64.59	3.54
81.84	-3.55	64.69	3.55
82.03	-3.56	64.69	3.56
82.08	-3.56	64.69	3.56
82.13	-3.55	64.69	3.55
82.50	-3.56	65.06	3.56
82.55	-3.56	65.06	3.56
82.59	-3.57	65.06	3.57
82.64	-3.58	65.06	3.58
82.69	-3.57	65.06	3.57
82.73	-3.58	65.06	3.58
82.83	-3.59	65.16	3.59
83.02	-3.59	65.34	3.59
83.06	-3.59	65.34	3.59
83.11	-3.59	65.34	3.59
83.16	-3.59	65.34	3.59
83.25	-3.60	65.34	3.60
83.34	-3.60	65.44	3.60
83.39	-3.60	65.44	3.60
83.44	-3.60	65.44	3.60
83.63	-3.60	65.63	3.60
83.72	-3.60	65.72	3.60
83.77	-3.60	65.72	3.60
84.14	-3.61	66.09	3.61
84.19	-3.61	66.09	3.61
84.23	-3.61	66.09	3.61
84.28	-3.60	66.09	3.60
84.38	-3.61	66.09	3.61
84.42	-3.61	66.09	3.61
84.52	-3.61	66.19	3.61
84.61	-3.61	66.19	3.61
84.70	-3.62	66.28	3.62
84.75	-3.62	66.28	3.62
84.84	-3.62	66.28	3.62
84.94	-3.63	66.28	3.63
84.98	-3.61	66.28	3.61
85.08	-3.63	66.38	3.63
85.27	-3.64	66.56	3.64
85.31	-3.62	66.56	3.62
85.36	-3.63	66.56	3.63
85.45	-3.63	66.56	3.63
85.55	-3.64	66.56	3.64
85.59	-3.62	66.56	3.62
85.69	-3.63	66.56	3.63
86.44	-3.64	67.31	3.64
86.63	-3.64	67.31	3.64
86.67	-3.63	67.31	3.63
86.77	-3.64	67.31	3.64
86.95	-3.65	67.31	3.65
87.00	-3.63	67.31	3.63
87.09	-3.65	67.31	3.65
87.28	-3.66	67.50	3.66
87.38	-3.65	67.50	3.65
87.47	-3.65	67.50	3.65
87.56	-3.66	67.50	3.66
87.66	-3.65	67.50	3.65
87.75	-3.65	67.50	3.65
87.94	-3.66	67.69	3.66
88.03	-3.65	67.69	3.65
88.22	-3.65	67.88	3.65
88.41	-3.65	67.88	3.65
88.59	-3.66	68.06	3.66
88.69	-3.65	68.06	3.65
88.78	-3.66	68.06	3.66
88.88	-3.65	68.06	3.65
89.63	-3.66	68.81	3.66
89.81	-3.67	68.81	3.67
90.19	-3.67	68.81	3.67
90.28	-3.67	68.81	3.67
90.47	-3.69	68.81	3.69
90.56	-3.67	68.81	3.67
90.66	-3.66	68.81	3.66
90.84	-3.67	69.00	3.67
91.03	-3.68	69.00	3.68
91.13	-3.66	69.00	3.66
91.31	-3.67	69.00	3.67
91.50	-3.67	69.00	3.67
91.69	-3.68	69.00	3.68
91.88	-3.66	69.00	3.66
